orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,reference_no,is_extant,n_occs,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,type_taxon,type_taxon_no,n_orders,n_families,n_genera,n_species
415929,415929,txn,,subfamily,Rupicolinae,,415929,subfamily,Rupicolinae,415930,72122,extant,0,Chordata,33815,Aves,36616,Passeriformes,39441,Cotingidae,415930,,,,,,,,1,1
99141,99141,txn,,family,Pittidae,,99141,family,Pittidae,99139,24173,extant,0,Chordata,33815,Aves,36616,Passeriformes,39441,Pittidae,99141,,,,,,,,1,1
430864,430864,txn,,family,Neosittidae,,430864,family,Neosittidae,99138,74750,extinct,0,Chordata,33815,Aves,36616,Passeriformes,39441,Neosittidae,430864,,,,,,,,1,1
368377,368378,txn,,family,Dasyornithidae,,368377,family,Dasyornithidae,39441,65172,extant,4,Chordata,33815,Aves,36616,Passeriformes,39441,Dasyornithidae,368377,,,,,,,,1,4
158467,158467,txn,,family,Zosteropidae,,158467,family,Zosteropidae,39441,31261,extant,25,Chordata,33815,Aves,36616,Passeriformes,39441,Zosteropidae,158467,,,,,,,,2,6
369317,369317,txn,,family,Calcariidae,,369317,family,Calcariidae,39441,65172,extant,9,Chordata,33815,Aves,36616,Passeriformes,39441,Calcariidae,369317,,,,Calcarius,369335,,,2,3
133797,133797,txn,,family,Emberizidae,,133797,family,Emberizidae,39441,28198,extant,29,Chordata,33815,Aves,36616,Passeriformes,39441,Emberizidae,133797,,,,,,,,1,4
133799,133799,txn,,subfamily,Thraupinae,,133799,subfamily,Thraupinae,133797,28198,extant,0,Chordata,33815,Aves,36616,Passeriformes,39441,Emberizidae,133797,,,,,,,,0,0
372893,372893,txn,,family,Certhiidae,,372893,family,Certhiidae,39441,65172,extant,2,Chordata,33815,Aves,36616,Passeriformes,39441,Certhiidae,372893,,,,,,,,1,1
373619,373619,txn,,family,Tityridae,,373619,family,Tityridae,39441,65172,extant,1,Chordata,33815,Aves,36616,Passeriformes,39441,Tityridae,373619,,,,Tityra,373621,,,2,1
371709,371709,txn,,family,Campephagidae,,371709,family,Campephagidae,39441,65172,extant,7,Chordata,33815,Aves,36616,Passeriformes,39441,Campephagidae,371709,,,,,,,,2,2
372591,372591,txn,,family,Nectariniidae,,372591,family,Nectariniidae,39441,65172,extant,1,Chordata,33815,Aves,36616,Passeriformes,39441,Nectariniidae,372591,,,,,,,,1,0
134484,134484,txn,,family,Sturnidae,,134484,family,Sturnidae,39441,28307,extant,83,Chordata,33815,Aves,36616,Passeriformes,39441,Sturnidae,134484,,,,,,,,9,9
134485,134485,txn,,tribe,Sturnini,,134485,tribe,Sturnini,134484,28307,extant,0,Chordata,33815,Aves,36616,Passeriformes,39441,Sturnidae,134484,,,,,,,,0,0
255521,255521,txn,,family,Acanthizidae,,255521,family,Acanthizidae,39441,44314,extant,9,Chordata,33815,Aves,36616,Passeriformes,39441,Acanthizidae,255521,,,,,,,,2,4
39244,39244,txn,,superorder,Odontognathae,,39244,superorder,Odontognathae,39241,4783,extinct,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
326041,326041,txn,,order,Cathartiformes,,326041,order,Cathartiformes,39241,55908,extant,135,Chordata,33815,Aves,36616,Cathartiformes,326041,,,,,,,,,1,26,34
99060,99060,txn,,family,Cathartidae,,99060,family,Cathartidae,326041,24173,extant,135,Chordata,33815,Aves,36616,Cathartiformes,326041,Cathartidae,99060,,,,,,,,26,34
137179,137179,txn,,subfamily,Cathartinae,,137179,subfamily,Cathartinae,99060,28663,extant,0,Chordata,33815,Aves,36616,Cathartiformes,326041,Cathartidae,99060,,,,Cathartes,137175,,,0,0
39643,137178,txn,,subfamily,Teratornithinae,,39643,subfamily,Teratornithinae,99060,28663,extinct,19,Chordata,33815,Aves,36616,Cathartiformes,326041,Cathartidae,99060,,,,,,,,5,5
39647,39647,txn,,family,Vulturidae,subjective synonym of,99060,family,Cathartidae,326041,4783,extant,135,Chordata,33815,Aves,36616,Cathartiformes,326041,Cathartidae,99060,,,,,,,,26,34
401782,401782,txn,,order,Alectromorphae,,401782,order,Alectromorphae,39241,58890,extant,0,Chordata,33815,Aves,36616,Alectromorphae,401782,,,,,,,,,0,0,0
401783,401783,txn,,suborder,Turnices,,401783,suborder,Turnices,401782,58890,extant,0,Chordata,33815,Aves,36616,Alectromorphae,401782,,,,,,,,,0,0,0
379220,379220,txn,,order,Pterocliformes,,379220,order,Pterocliformes,39241,65172,extant,11,Chordata,33815,Aves,36616,Pterocliformes,379220,,,,,,,,,1,3,20
39350,39350,txn,,family,Pteroclidae,,39350,family,Pteroclidae,379220,4783,extant,11,Chordata,33815,Aves,36616,Pterocliformes,379220,Pteroclidae,39350,,,,,,,,3,20
401787,401787,txn,,order,Colymbomorphae,,401787,order,Colymbomorphae,39241,58890,extant,0,Chordata,33815,Aves,36616,Colymbomorphae,401787,,,,,,,,,0,0,0
401791,401791,txn,,suborder,Sphenisci,,401791,suborder,Sphenisci,401787,58890,extant,0,Chordata,33815,Aves,36616,Colymbomorphae,401787,,,,,,,,,0,0,0
373480,373480,txn,,order,Mesitornithiformes,,373480,order,Mesitornithiformes,39241,65172,extant,1,Chordata,33815,Aves,36616,Mesitornithiformes,373480,,,,,,,,,1,2,3
39511,39511,txn,,family,Mesitornithidae,,39511,family,Mesitornithidae,373480,4783,extant,1,Chordata,33815,Aves,36616,Mesitornithiformes,373480,Mesitornithidae,39511,,,,,,,,2,3
368332,368332,txn,,order,Leptosomiformes,,368332,order,Leptosomiformes,39241,65172,extant,8,Chordata,33815,Aves,36616,Leptosomiformes,368332,,,,,,,,,1,2,4
39373,39373,txn,,family,Leptosomidae,,39373,family,Leptosomidae,368332,4783,extant,4,Chordata,33815,Aves,36616,Leptosomiformes,368332,Leptosomidae,39373,,,,,,,,1,1
371338,371338,txn,,order,Eurypygiformes,,371338,order,Eurypygiformes,39241,65172,extant,5,Chordata,33815,Aves,36616,Eurypygiformes,371338,,,,,,,,,1,1,2
39509,39509,txn,,family,Rhynochetidae,,39509,family,Rhynochetidae,371338,4783,extant,5,Chordata,33815,Aves,36616,Eurypygiformes,371338,Rhynochetidae,39509,,,,,,,,1,2
206277,206277,txn,,unranked clade,Picocoraciae,,206277,unranked clade,Picocoraciae,39241,38606,extant,2,Chordata,33815,Aves,36616,,,,,,,,,,1,0,0,0
178532,178532,txn,,order,Alcediniformes,,178532,order,Alcediniformes,206277,35343,extant,1,Chordata,33815,Aves,36616,Alcediniformes,178532,,,,,,,,,0,0,0
90642,372232,txn,,order,Galbuliformes,,90642,order,Galbuliformes,39241,65172,extant,2,Chordata,33815,Aves,36616,Galbuliformes,90642,,,,,,,,,2,3,7
39374,39374,txn,,family,Galbulidae,,39374,family,Galbulidae,90642,4783,extant,1,Chordata,33815,Aves,36616,Galbuliformes,90642,Galbulidae,39374,,,,,,,,1,3
39375,39375,txn,,family,Bucconidae,,39375,family,Bucconidae,90642,4783,extant,1,Chordata,33815,Aves,36616,Galbuliformes,90642,Bucconidae,39375,,,,,,,,2,4
99560,99560,txn,,order,Phoenicopteriformes,,99560,order,Phoenicopteriformes,39241,10799,extant,83,Chordata,33815,Aves,36616,Phoenicopteriformes,99560,,,,,,,,,3,10,34
441032,441032,txn,,family,Juncitarsidae,,441032,family,Juncitarsidae,99560,77696,extinct,2,Chordata,33815,Aves,36616,Phoenicopteriformes,99560,Juncitarsidae,441032,,,,,,,,0,0
39589,39589,txn,,family,Phoenicopteridae,,39589,family,Phoenicopteridae,99560,4783,extant,48,Chordata,33815,Aves,36616,Phoenicopteriformes,99560,Phoenicopteridae,39589,,,,,,,,6,19
99558,229905,txn,,family,Palaelodidae,,99558,family,Palaelodidae,99560,10799,extinct,30,Chordata,33815,Aves,36616,Phoenicopteriformes,99560,Palaelodidae,99558,,,,,,,,2,11
370914,370914,txn,,order,Micropodiformes,,370914,order,Micropodiformes,36616,65508,extinct,0,Chordata,33815,Aves,36616,Micropodiformes,370914,,,,,,,,,2,0,0
39426,39426,txn,,suborder,Trochili,,39426,suborder,Trochili,370914,4783,extinct,0,Chordata,33815,Aves,36616,Micropodiformes,370914,,,,,,,,,0,0,0
370913,370913,txn,,suborder,Micropodii,,370913,suborder,Micropodii,370914,65508,extinct,0,Chordata,33815,Aves,36616,Micropodiformes,370914,,,,,,,,,2,0,0
370915,370915,txn,,family,Micropodidae,,370915,family,Micropodidae,370913,65508,extinct,0,Chordata,33815,Aves,36616,Micropodiformes,370914,Micropodidae,370915,,,,,,,,0,0
370922,370922,txn,,family,Macropterygidae,,370922,family,Macropterygidae,370913,65508,extinct,0,Chordata,33815,Aves,36616,Micropodiformes,370914,Macropterygidae,370922,,,,,,,,0,0
227179,227179,txn,,order,Colymbiformes,,227179,order,Colymbiformes,36616,40674,extant,1,Chordata,33815,Aves,36616,Colymbiformes,227179,,,,,,,,,1,0,0
161508,161508,txn,,family,Colymbidae,,161508,family,Colymbidae,227179,31547,extant,1,Chordata,33815,Aves,36616,Colymbiformes,227179,Colymbidae,161508,,,,,,,,0,0
98803,98803,txn,,unranked clade,Palaeoaves,,98803,unranked clade,Palaeoaves,36616,24173,extinct,2,Chordata,33815,Aves,36616,,,,,,,,,,1,0,1,1
39237,98804,txn,,superorder,Archaeornithes,,39237,superorder,Archaeornithes,98803,4783,extinct,2,Chordata,33815,Aves,36616,,,,,,,,,,1,0,1,1
39238,39238,txn,,order,Archaeopterygiformes,,39238,order,Archaeopterygiformes,39237,4783,extinct,1,Chordata,33815,Aves,36616,Archaeopterygiformes,39238,,,,,,,,,0,0,0
39428,39428,txn,,order,Bucerotiformes,,39428,order,Bucerotiformes,36616,4783,extant,10,Chordata,33815,Aves,36616,Bucerotiformes,39428,,,,,,,,,2,7,14
39431,39431,txn,,family,Upupidae,,39431,family,Upupidae,39428,4783,extant,6,Chordata,33815,Aves,36616,Bucerotiformes,39428,Upupidae,39431,,,,,,,,1,3
39429,39429,txn,,family,Bucerotidae,,39429,family,Bucerotidae,39428,4783,extant,4,Chordata,33815,Aves,36616,Bucerotiformes,39428,Bucerotidae,39429,,,,Buceros,124186,,,6,11
335565,335565,txn,,unranked clade,Paludicolae,,335565,unranked clade,Paludicolae,36616,57864,extant,0,Chordata,33815,Aves,36616,,,,,,,,,,0,0,0,0
137497,137497,txn,,family,Scansoriopterygidae,,137497,family,Scansoriopterygidae,55486,31891,extinct,3,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Scansoriopterygidae,137497,,,,,,,,3,3
162354,290139,txn,,unranked clade,Alvarezsauroidea,,162354,unranked clade,Alvarezsauroidea,55486,31855,extinct,44,Chordata,33815,Saurischia,38505,,,,,,,,,,0,1,21,20
243261,243261,txn,,subfamily,Patagonykinae,,243261,subfamily,Patagonykinae,162354,42494,extinct,3,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,,,,Patagonykus,64772,,,2,2
64116,64116,txn,,family,Alvarezsauridae,,64116,family,Alvarezsauridae,162354,12794,extinct,41,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Alvarezsauridae,64116,,,,,,,,19,18
68181,162355,txn,,subfamily,Parvicursorinae,,68181,subfamily,Parvicursorinae,64116,7467,extinct,18,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Alvarezsauridae,64116,,,,,,,,11,10
290134,290134,txn,,unranked clade,Ceratonykini,,290134,unranked clade,Ceratonykini,68181,42494,extinct,0,Chordata,33815,Saurischia,38505,,,Alvarezsauridae,64116,,,,,,0,0,0,0
66045,290135,txn,,unranked clade,Mononykini,,66045,unranked clade,Mononykini,68181,13618,extinct,0,Chordata,33815,Saurischia,38505,,,Alvarezsauridae,64116,,,,,,0,0,1,0
53211,53211,txn,,unranked clade,Avialae,,53211,unranked clade,Avialae,55486,10102,extant,31,Chordata,33815,Saurischia,38505,,,,,,,,,,1,1,7,8
39239,39239,txn,,family,Archaeopterygidae,invalid subgroup of,53211,unranked clade,Avialae,53211,67911,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Archaeopterygidae,39239,,,,Archaeopteryx,39240,,,0,0
67952,67952,txn,,subfamily,Archaeopteryginae,,67952,subfamily,Archaeopteryginae,53211,10350,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,,,,Archaeopteryx,39240,,,0,0
96554,96554,txn,,family,Archaeornithidae,invalid subgroup of,53211,unranked clade,Avialae,53211,23588,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Archaeopterygidae,39239,,,,,,,,0,0
119244,119244,txn,,order,Jeholornithiformes,,119244,order,Jeholornithiformes,53211,26669,extinct,1,Chordata,33815,Saurischia,38505,Jeholornithiformes,119244,,,,,,,,,1,1,1
119245,119245,txn,,family,Jeholornithidae,,119245,family,Jeholornithidae,119244,26669,extinct,0,Chordata,33815,Saurischia,38505,Jeholornithiformes,119244,Jeholornithidae,119245,,,,Jeholornis,119246,,,0,0
57429,57429,txn,,unranked clade,Maniraptoriformes,,57429,unranked clade,Maniraptoriformes,53940,17023,extant,382,Chordata,33815,Saurischia,38505,,,,,,,,,,0,9,46,54
67254,67254,txn,,unranked clade,Therizinosauria,,67254,unranked clade,Therizinosauria,57429,14242,,74,Chordata,33815,Saurischia,38505,,,,,,,,,,0,3,21,26
64125,64125,txn,,superfamily,Therizinosauroidea,,64125,superfamily,Therizinosauroidea,67254,12452,extinct,59,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,Therizinosaurus,38553,,3,15,18
64124,64124,txn,,family,Alxasauridae,,64124,family,Alxasauridae,64125,12452,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Alxasauridae,64124,,,,,,,,0,0
58887,58887,txn,,order,Segnosaurischia,subjective synonym of,64125,superfamily,Therizinosauroidea,67254,11760,extinct,59,Chordata,33815,Saurischia,38505,,,,,,,,,,,3,15,18
57459,57459,txn,,infraorder,Segnosauria,subjective synonym of,64125,superfamily,Therizinosauroidea,67254,10533,extinct,59,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,3,15,18
38552,38552,txn,,family,Therizinosauridae,,38552,family,Therizinosauridae,64125,13917,extinct,25,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Therizinosauridae,38552,,,,Therizinosaurus,38553,,,11,13
163557,163557,txn,,family,Erlikosauridae,subjective synonym of,38552,family,Therizinosauridae,64125,4218,extinct,25,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Therizinosauridae,38552,,,,,,,,11,13
68383,68383,txn,,family,Enigmosauridae,subjective synonym of,38552,family,Therizinosauridae,64125,15004,extinct,25,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Therizinosauridae,38552,,,,,,,,11,13
38709,38709,txn,,family,Segnosauridae,subjective synonym of,38552,family,Therizinosauridae,64125,13910,extinct,25,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Therizinosauridae,38552,,,,,,,,11,13
58886,58886,txn,,family,Nanshiungosauridae,subjective synonym of,38552,family,Therizinosauridae,64125,11760,extinct,25,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Therizinosauridae,38552,,,,,,,,11,13
71773,71773,txn,,unranked clade,Tyrannoraptora,,71773,unranked clade,Tyrannoraptora,57429,8375,,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
55485,55485,txn,,unranked clade,Arctometatarsalia,,55485,unranked clade,Arctometatarsalia,57429,9460,,299,Chordata,33815,Saurischia,38505,,,,,,,,,,0,6,25,28
55491,55491,txn,,infraorder,Ornithomimosauria,,55491,infraorder,Ornithomimosauria,55485,19315,extinct,299,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,6,25,28
38539,38539,txn,,family,Ornithomimidae,,38539,family,Ornithomimidae,55491,12250,extinct,248,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ornithomimidae,38539,,,,Ornithomimus,38544,,,12,15
67960,67960,txn,,subfamily,Garudimiminae,,67960,subfamily,Garudimiminae,38539,10350,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ornithomimidae,38539,,,,,,,,0,0
67962,67962,txn,,subfamily,Deinocheirinae,,67962,subfamily,Deinocheirinae,38539,10350,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ornithomimidae,38539,,,,,,,,0,0
67964,67964,txn,,subfamily,Ornithomiminae,,67964,subfamily,Ornithomiminae,38539,19324,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ornithomimidae,38539,,,,Ornithomimus,38544,,,0,0
381726,381726,txn,,family,Pelecanimimidae,,381726,family,Pelecanimimidae,55491,68004,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Pelecanimimidae,381726,,,,Pelecanimimus,64117,,,0,0
68222,68222,txn,,superfamily,Ornithomimoidea,,68222,superfamily,Ornithomimoidea,55491,10632,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,0,0,0
68381,68381,txn,,family,Garudimimidae,,68381,family,Garudimimidae,55491,29489,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Garudimimidae,68381,,,,Garudimimus,38548,,,0,0
38550,38550,txn,,family,Deinocheiridae,,38550,family,Deinocheiridae,55491,63354,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Deinocheiridae,38550,,,,,,,,1,1
381723,381723,txn,,family,Nqwebasauridae,,381723,family,Nqwebasauridae,55491,68004,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Nqwebasauridae,381723,,,,Nqwebasaurus,66505,,,1,1
66668,66668,txn,,family,Harpymimidae,,66668,family,Harpymimidae,55491,13913,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Harpymimidae,66668,,,,Harpymimus,66669,,,0,0
55490,55490,txn,,unranked clade,Bullatosauria,,55490,unranked clade,Bullatosauria,55485,9460,,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
66920,66920,txn,,superfamily,Torvosauroidea,,66920,superfamily,Torvosauroidea,53374,13778,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,Torvosaurus,38587,,0,0,0
235340,235340,txn,,unranked clade,Orionides,,235340,unranked clade,Orionides,53374,41617,extant,290,Chordata,33815,Saurischia,38505,,,,,,,,,,0,3,29,33
57247,357845,txn,,superfamily,Megalosauroidea,,57247,superfamily,Megalosauroidea,235340,62842,extinct,289,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,3,29,33
235338,235338,txn,,family,Piatnitzkysauridae,,235338,family,Piatnitzkysauridae,57247,41617,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Piatnitzkysauridae,235338,,,,,,,,4,4
38574,364116,txn,,family,Megalosauridae,,38574,family,Megalosauridae,57247,23721,extinct,115,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,,,,,10,15
67925,67925,txn,,subfamily,Megalosaurinae,,67925,subfamily,Megalosaurinae,38574,62842,extinct,89,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,Megalosaurus,38583,,,4,7
53376,53376,txn,,family,Torvosauridae,subjective synonym of,38574,family,Megalosauridae,57247,12261,extinct,115,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,,,,,10,15
67930,67930,txn,,subfamily,Eustreptospondylinae,,67930,subfamily,Eustreptospondylinae,38574,10350,extinct,10,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,Eustreptospondylus,38580,,,5,7
80773,80773,txn,,family,Erectopodidae,subjective synonym of,38574,family,Megalosauridae,57247,15490,extinct,115,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,Erectopus,38579,,,10,15
436222,436222,txn,,subfamily,Megalosauridae,,436222,subfamily,Megalosauridae,38574,76570,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,436222,,,,Megalosaurus,38583,,,0,0
235339,235339,txn,,subfamily,Afrovenatorinae,,235339,subfamily,Afrovenatorinae,38574,41617,extinct,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,,,,,1,1
66355,66355,txn,,family,Bahariasauridae,subjective synonym of,38574,family,Megalosauridae,57247,28177,extinct,115,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megalosauridae,38574,,,,Bahariasaurus,38575,,,10,15
67044,235343,txn,,unranked clade,Megalosauria,,67044,unranked clade,Megalosauria,57247,23636,extinct,5,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,1,1
38595,38595,txn,,family,Spinosauridae,,38595,family,Spinosauridae,57247,7054,extinct,155,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Spinosauridae,38595,,,,,,,,13,12
53371,53371,txn,,subfamily,Spinosaurinae,,53371,subfamily,Spinosaurinae,38595,8375,extinct,56,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Spinosauridae,38595,,,,,,,,6,5
469422,469422,txn,,unranked clade,Spinosaurini,,469422,unranked clade,Spinosaurini,53371,84120,extinct,0,Chordata,33815,Saurischia,38505,,,Spinosauridae,38595,,,,,,0,0,0,0
58892,53369,txn,,subfamily,Baryonychinae,,58892,subfamily,Baryonychinae,38595,11817,extinct,49,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Spinosauridae,38595,,,,,,,,6,6
443995,443995,txn,,unranked clade,Ceratosuchopsini,,443995,unranked clade,Ceratosuchopsini,58892,78569,extinct,4,Chordata,33815,Saurischia,38505,,,Spinosauridae,38595,,,,Ceratosuchops,443996,0,0,3,3
64274,64274,txn,,family,Irritatoridae,subjective synonym of,38595,family,Spinosauridae,57247,7683,extinct,155,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Spinosauridae,38595,,,,,,,,13,12
53373,53373,txn,,superfamily,Spinosauroidea,,53373,superfamily,Spinosauroidea,53374,16616,extinct,2,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,0,0,0
90100,84515,txn,,unranked clade,Ceratosauria,,90100,unranked clade,Ceratosauria,56397,19268,extant,308,Chordata,33815,Saurischia,38505,,,,,,,,,,0,4,54,54
65468,65468,txn,,superfamily,Ceratosauroidea,,65468,superfamily,Ceratosauroidea,90100,7132,,1,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,,,,0,1,1
453519,453519,txn,,unranked clade,Etrigansauria,,453519,unranked clade,Etrigansauria,65468,80667,extinct,1,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,1,1
54528,54528,txn,,superfamily,Abelisauroidea,,54528,superfamily,Abelisauroidea,90100,16628,extant,248,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,,,,,,Abelisaurus,53946,,3,47,47
53942,53942,txn,,family,Abelisauridae,,53942,family,Abelisauridae,54528,8721,extant,145,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Abelisauridae,53942,,,,,,,,30,30
138556,138556,txn,,unranked clade,Brachyrostra,,138556,unranked clade,Brachyrostra,53942,28889,extinct,25,Chordata,33815,Saurischia,38505,,,Abelisauridae,53942,,,,,,0,0,16,16
336873,336873,txn,,unranked clade,Furileusauria,,336873,unranked clade,Furileusauria,138556,58165,extinct,12,Chordata,33815,Saurischia,38505,,,Abelisauridae,53942,,,,,,0,0,9,9
67926,67926,txn,,subfamily,Abelisaurinae,,67926,subfamily,Abelisaurinae,336873,10350,extinct,4,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Abelisauridae,53942,,,,,,,,3,3
54525,54525,txn,,tribe,Carnotaurini,,54525,tribe,Carnotaurini,138556,7849,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Abelisauridae,53942,,,,,,,,0,0
54527,54527,txn,,subfamily,Carnotaurinae,,54527,subfamily,Carnotaurinae,53942,16697,extinct,34,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Abelisauridae,53942,,,,,,,,5,5
285747,453518,txn,,tribe,Majungasaurini,,285747,tribe,Majungasaurini,54527,49429,extinct,33,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Abelisauridae,53942,,,,,,,,5,5
54535,54535,txn,,family,Noasauridae,,54535,family,Noasauridae,54528,11730,extinct,63,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Noasauridae,54535,,,,Noasaurus,38630,,,13,13
67928,67928,txn,,subfamily,Noasaurinae,,67928,subfamily,Noasaurinae,54535,10350,extinct,33,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Noasauridae,54535,,,,Noasaurus,38630,,,4,4
64903,64903,txn,,family,Velocisauridae,subjective synonym of,54535,family,Noasauridae,54528,12794,extinct,63,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Noasauridae,54535,,,,,,,,13,13
453520,453520,txn,,subfamily,Elaphrosaurinae,,453520,subfamily,Elaphrosaurinae,54535,80668,extinct,7,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Noasauridae,54535,,,,,,,,2,2
437493,437493,txn,,family,Vitakrisauridae,,437493,family,Vitakrisauridae,54528,76847,extinct,12,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Vitakrisauridae,437493,,,,,,,,3,3
437492,437492,txn,,subfamily,Vitakrisaurinae,,437492,subfamily,Vitakrisaurinae,437493,76847,extinct,8,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Vitakrisauridae,437493,,,,,,,,1,1
437512,437512,txn,,subfamily,Rajasaurinae,,437512,subfamily,Rajasaurinae,437493,76847,extinct,0,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Vitakrisauridae,437493,,,,,,,,0,0
55480,55480,txn,,unranked clade,Neoceratosauria,,55480,unranked clade,Neoceratosauria,90100,14273,extinct,6,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
38599,38599,txn,,family,Ceratosauridae,,38599,family,Ceratosauridae,90100,12248,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ceratosauridae,38599,,,,,,,,1,1
53015,53015,txn,,family,Labrosauridae,subjective synonym of,38599,family,Ceratosauridae,90100,7819,extinct,5,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Ceratosauridae,38599,,,,Labrosaurus,52976,,,1,1
162971,162971,txn,,unranked clade,Dinoaves,,162971,unranked clade,Dinoaves,56397,31965,extant,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
437494,437494,txn,,unranked clade,Vitakrisauria,,437494,unranked clade,Vitakrisauria,38513,76840,extinct,0,Chordata,33815,Saurischia,38505,,,,,,,,,,0,0,0,0
